title,description,url,img-url
Makgregors preses konferencē netaupa vārdus, Porjē asprātīgi atbild|||Šajā nedēļas nogalē ''UFC 264'' šovā savu otro cīņu šogad aizvadīs UFC superzvaigzne Konors Makgregors, kurš triloģijas noslēguma cīņā pret Dastinu Porjē centīsies revanšēties amerikānim par sakāvi iepriekšējā duelī. Aizvadīta arī pirmscīņas preses konference.|||https://sportacentrs.com/cinas_sports/mma/09072021-makgregors_preses_konference_netaupa_vard|||https://i9.tiesraides.lv/800x600s/pictures/2021-07-09/a29c_porje_makgregors_ufc.jpg
Salāhs no 11 metriem pasniedz Liverpūlei pirmo Anglijas Superkausu 16 gados|||Anglijas Superkausa izcīņā futbolā jeb "Community Shield" šogad uzvarējusi Anglijas kausa īpašniece un Premjerlīgas vicečempione "Liverpool", kas divreiz ieguva vadību un ar rezultātu 3:1 Vemblija stadionā Londonā pārspēja "Manchester City". Ar vārtiem un rezultatīvu piespēli izcēlās Mohameds Salāhs.|||https://sportacentrs.com/futbols/anglija/30072022-salahs_no_11_metru_atzimes_pasniedz_liver|||https://i9.tiesraides.lv/800x600s/pictures/2022-07-30/3570_mohamed_salah_liverpool_commun.jpg
